Price,Airline,Departure Date,Departure Time
805.22,AF,2025-07-06,2025-07-06T19:20:00
809.36,TK,2025-07-05,2025-07-05T12:50:00
809.36,TK,2025-07-06,2025-07-06T08:00:00
809.36,TK,2025-07-05,2025-07-05T19:50:00
809.36,TK,2025-07-06,2025-07-06T15:00:00
809.36,TK,2025-07-05,2025-07-05T06:45:00
809.36,TK,2025-07-06,2025-07-06T08:00:00
809.36,TK,2025-07-05,2025-07-05T12:50:00
809.36,TK,2025-07-06,2025-07-06T15:00:00
824.49,IB,2025-07-05,2025-07-05T22:55:00
827.48,KL,2025-07-05,2025-07-05T17:30:00
827.48,KL,2025-07-06,2025-07-06T09:45:00
827.48,KL,2025-07-05,2025-07-05T21:10:00
827.48,KL,2025-07-06,2025-07-06T14:20:00
827.48,KL,2025-07-05,2025-07-05T00:50:00
827.48,KL,2025-07-05,2025-07-05T21:00:00
827.48,KL,2025-07-05,2025-07-05T21:10:00
827.48,KL,2025-07-06,2025-07-06T21:00:00
827.48,AF,2025-07-05,2025-07-05T21:10:00
827.48,AF,2025-07-06,2025-07-06T21:00:00
827.48,AF,2025-07-05,2025-07-05T19:20:00
827.48,AF,2025-07-06,2025-07-06T21:00:00
828.80,AY,2025-07-05,2025-07-05T22:55:00
832.13,AY,2025-07-05,2025-07-05T23:10:00
832.13,AY,2025-07-06,2025-07-06T13:00:00
832.13,AY,2025-07-05,2025-07-05T19:30:00
832.13,AY,2025-07-06,2025-07-06T09:30:00
832.13,AY,2025-07-05,2025-07-05T23:10:00
832.13,AY,2025-07-06,2025-07-06T13:35:00
832.13,AY,2025-07-05,2025-07-05T19:30:00
832.13,AY,2025-07-06,2025-07-06T10:20:00
832.13,AY,2025-07-05,2025-07-05T20:05:00
832.13,AY,2025-07-06,2025-07-06T10:20:00
842.38,AY,2025-07-05,2025-07-05T20:05:00
842.38,AY,2025-07-06,2025-07-06T13:00:00
842.38,AY,2025-07-05,2025-07-05T20:05:00
842.38,AY,2025-07-06,2025-07-06T13:35:00
895.47,AY,2025-07-05,2025-07-05T16:45:00
895.47,AY,2025-07-06,2025-07-06T10:15:00
913.08,IB,2025-07-05,2025-07-05T19:10:00
913.08,AY,2025-07-06,2025-07-06T11:05:00
929.40,AY,2025-07-05,2025-07-05T23:40:00
929.40,AY,2025-07-07,2025-07-07T10:05:00
954.84,6X,2025-07-05,2025-07-05T15:00:00
954.84,6X,2025-07-06,2025-07-06T02:20:00
954.84,6X,2025-07-05,2025-07-05T20:00:00
954.84,6X,2025-07-06,2025-07-06T10:00:00
981.61,IB,2025-07-05,2025-07-05T17:10:00
981.61,IB,2025-07-06,2025-07-06T10:05:00
1024.09,IB,2025-07-05,2025-07-05T23:25:00
1024.09,IB,2025-07-07,2025-07-07T10:05:00
1382.16,IB,2025-07-05,2025-07-05T16:45:00
1382.16,IB,2025-07-06,2025-07-06T10:15:00
1563.63,LH,2025-07-05,2025-07-05T17:30:00
1563.63,LH,2025-07-06,2025-07-06T20:20:00
1567.93,LH,2025-07-05,2025-07-05T18:00:00
1567.93,LH,2025-07-06,2025-07-06T09:25:00
1567.93,LH,2025-07-05,2025-07-05T21:50:00
1567.93,LH,2025-07-06,2025-07-06T13:25:00
1567.93,LH,2025-07-05,2025-07-05T21:50:00
1567.93,LH,2025-07-06,2025-07-06T14:30:00
1567.93,LH,2025-07-05,2025-07-05T15:45:00
1567.93,LH,2025-07-06,2025-07-06T09:25:00
1567.93,LH,2025-07-05,2025-07-05T18:00:00
1567.93,LH,2025-07-06,2025-07-06T13:25:00
1567.93,LH,2025-07-05,2025-07-05T18:00:00
1567.93,LH,2025-07-06,2025-07-06T14:30:00
2262.72,SK,2025-07-05,2025-07-05T18:55:00
2262.72,SK,2025-07-06,2025-07-06T12:50:00
421.75,FI,2025-07-06,2025-07-06T23:10:00
421.75,FI,2025-07-08,2025-07-08T07:30:00
456.35,FI,2025-07-06,2025-07-06T20:25:00
456.35,FI,2025-07-07,2025-07-07T07:30:00
459.44,UA,2025-07-06,2025-07-06T17:30:00
459.44,UA,2025-07-07,2025-07-07T15:25:00
462.83,UA,2025-07-06,2025-07-06T21:50:00
462.83,UA,2025-07-07,2025-07-07T21:15:00
478.36,UA,2025-07-06,2025-07-06T15:45:00
478.36,UA,2025-07-07,2025-07-07T21:15:00
485.90,UA,2025-07-06,2025-07-06T21:50:00
485.90,UA,2025-07-08,2025-07-08T09:25:00
522.83,UA,2025-07-06,2025-07-06T15:45:00
522.83,UA,2025-07-07,2025-07-07T09:25:00
553.39,TP,2025-07-06,2025-07-06T22:05:00
553.39,TP,2025-07-07,2025-07-07T16:30:00
566.44,AC,2025-07-06,2025-07-06T09:00:00
566.44,AC,2025-07-06,2025-07-06T22:50:00
566.44,AC,2025-07-07,2025-07-07T15:25:00
569.83,AC,2025-07-06,2025-07-06T09:00:00
569.83,AC,2025-07-06,2025-07-06T18:55:00
569.83,AC,2025-07-07,2025-07-07T09:25:00
572.18,AC,2025-07-06,2025-07-06T10:30:00
572.18,AC,2025-07-06,2025-07-06T20:20:00
572.18,AC,2025-07-07,2025-07-07T15:25:00
572.18,AC,2025-07-06,2025-07-06T10:30:00
572.18,AC,2025-07-06,2025-07-06T17:30:00
572.18,AC,2025-07-07,2025-07-07T15:25:00
575.57,AC,2025-07-06,2025-07-06T10:30:00
575.57,AC,2025-07-06,2025-07-06T16:30:00
575.57,AC,2025-07-07,2025-07-07T09:25:00
575.57,AC,2025-07-06,2025-07-06T10:30:00
575.57,AC,2025-07-06,2025-07-06T18:20:00
575.57,AC,2025-07-07,2025-07-07T09:25:00
582.88,LH,2025-07-06,2025-07-06T17:30:00
582.88,LH,2025-07-07,2025-07-07T15:25:00
586.27,LH,2025-07-06,2025-07-06T18:00:00
586.27,LH,2025-07-07,2025-07-07T09:25:00
586.27,LH,2025-07-06,2025-07-06T21:50:00
586.27,LH,2025-07-07,2025-07-07T14:30:00
586.27,LH,2025-07-06,2025-07-06T15:45:00
586.27,LH,2025-07-07,2025-07-07T09:25:00
586.27,LH,2025-07-06,2025-07-06T18:00:00
586.27,LH,2025-07-07,2025-07-07T14:30:00
586.27,LH,2025-07-06,2025-07-06T21:50:00
586.27,LH,2025-07-07,2025-07-07T21:15:00
592.90,AC,2025-07-06,2025-07-06T09:00:00
592.90,AC,2025-07-06,2025-07-06T21:45:00
592.90,AC,2025-07-08,2025-07-08T09:25:00
598.41,LH,2025-07-06,2025-07-06T17:30:00
598.41,LH,2025-07-07,2025-07-07T20:20:00
615.21,OS,2025-07-06,2025-07-06T21:45:00
615.21,OS,2025-07-07,2025-07-07T13:20:00
615.21,OS,2025-07-07,2025-07-07T21:15:00
615.21,OS,2025-07-06,2025-07-06T21:45:00
615.21,OS,2025-07-07,2025-07-07T14:55:00
615.21,OS,2025-07-07,2025-07-07T21:15:00
615.21,OS,2025-07-06,2025-07-06T21:45:00
615.21,OS,2025-07-07,2025-07-07T17:10:00
615.21,OS,2025-07-07,2025-07-07T21:15:00
615.21,OS,2025-07-06,2025-07-06T21:45:00
615.21,OS,2025-07-07,2025-07-07T18:30:00
615.21,OS,2025-07-07,2025-07-07T21:15:00
615.21,OS,2025-07-06,2025-07-06T21:45:00
615.21,OS,2025-07-07,2025-07-07T18:00:00
615.21,OS,2025-07-07,2025-07-07T21:15:00
677.67,6X,2025-07-06,2025-07-06T17:40:00
693.58,6X,2025-07-06,2025-07-06T17:00:00
693.58,6X,2025-07-07,2025-07-07T15:25:00
694.84,6X,2025-07-06,2025-07-06T05:00:00
694.84,6X,2025-07-06,2025-07-06T16:05:00
694.84,6X,2025-07-06,2025-07-06T05:00:00
694.84,6X,2025-07-06,2025-07-06T16:10:00
694.92,6X,2025-07-06,2025-07-06T10:00:00
694.92,6X,2025-07-07,2025-07-07T15:25:00
744.22,AF,2025-07-06,2025-07-06T21:30:00
744.22,AF,2025-07-07,2025-07-07T12:40:00
744.22,AF,2025-07-06,2025-07-06T01:00:00
744.22,AF,2025-07-06,2025-07-06T19:20:00
744.22,AF,2025-07-06,2025-07-06T23:30:00
744.22,AF,2025-07-07,2025-07-07T19:20:00
763.49,IB,2025-07-06,2025-07-06T22:55:00
766.48,KL,2025-07-06,2025-07-06T18:20:00
766.48,KL,2025-07-07,2025-07-07T09:45:00
766.48,KL,2025-07-06,2025-07-06T17:30:00
766.48,KL,2025-07-07,2025-07-07T09:45:00
766.48,KL,2025-07-06,2025-07-06T21:10:00
766.48,KL,2025-07-07,2025-07-07T14:20:00
766.48,KL,2025-07-06,2025-07-06T21:10:00
766.48,KL,2025-07-07,2025-07-07T21:00:00
766.48,KL,2025-07-06,2025-07-06T19:20:00
766.48,KL,2025-07-07,2025-07-07T21:00:00
766.48,AF,2025-07-06,2025-07-06T21:10:00
766.48,AF,2025-07-07,2025-07-07T21:00:00
768.80,AY,2025-07-06,2025-07-06T22:55:00
772.13,AY,2025-07-06,2025-07-06T23:10:00
772.13,AY,2025-07-07,2025-07-07T13:00:00
772.13,AY,2025-07-06,2025-07-06T19:30:00
772.13,AY,2025-07-07,2025-07-07T09:30:00
772.13,AY,2025-07-06,2025-07-06T20:05:00
772.13,AY,2025-07-07,2025-07-07T10:20:00
772.13,AY,2025-07-06,2025-07-06T19:30:00
772.13,AY,2025-07-07,2025-07-07T10:20:00
772.13,AY,2025-07-06,2025-07-06T23:10:00
772.13,AY,2025-07-07,2025-07-07T16:10:00
782.38,AY,2025-07-06,2025-07-06T19:45:00
782.38,AY,2025-07-07,2025-07-07T13:00:00
782.38,AY,2025-07-06,2025-07-06T19:45:00
782.38,AY,2025-07-07,2025-07-07T16:10:00
792.36,TK,2025-07-06,2025-07-06T19:50:00
792.36,TK,2025-07-07,2025-07-07T15:00:00
792.36,TK,2025-07-06,2025-07-06T12:50:00
792.36,TK,2025-07-07,2025-07-07T15:00:00
828.47,AY,2025-07-06,2025-07-06T16:45:00
828.47,AY,2025-07-07,2025-07-07T10:15:00
928.09,IB,2025-07-06,2025-07-06T23:25:00
928.09,IB,2025-07-08,2025-07-08T10:05:00
954.84,6X,2025-07-06,2025-07-06T15:00:00
954.84,6X,2025-07-07,2025-07-07T02:20:00
954.84,6X,2025-07-06,2025-07-06T20:00:00
954.84,6X,2025-07-07,2025-07-07T10:00:00
957.61,IB,2025-07-06,2025-07-06T17:10:00
957.61,IB,2025-07-07,2025-07-07T10:05:00
1006.36,TK,2025-07-06,2025-07-06T12:50:00
1006.36,TK,2025-07-07,2025-07-07T08:00:00
1006.36,TK,2025-07-06,2025-07-06T06:45:00
1006.36,TK,2025-07-07,2025-07-07T08:00:00
1343.40,AC,2025-07-06,2025-07-06T15:55:00
1343.40,AC,2025-07-06,2025-07-06T20:20:00
1343.40,AC,2025-07-07,2025-07-07T15:25:00
2201.72,SK,2025-07-06,2025-07-06T18:55:00
2201.72,SK,2025-07-08,2025-07-08T08:00:00
3910.47,IB,2025-07-06,2025-07-06T16:45:00
3910.47,IB,2025-07-07,2025-07-07T10:15:00
4117.27,LH,2025-07-06,2025-07-06T21:50:00
4117.27,LX,2025-07-07,2025-07-07T20:00:00
420.35,FI,2025-07-07,2025-07-07T20:25:00
420.35,FI,2025-07-08,2025-07-08T07:30:00
457.75,FI,2025-07-07,2025-07-07T23:10:00
457.75,FI,2025-07-09,2025-07-09T07:30:00
459.44,UA,2025-07-07,2025-07-07T17:30:00
459.44,UA,2025-07-08,2025-07-08T15:25:00
553.39,TP,2025-07-07,2025-07-07T22:05:00
553.39,TP,2025-07-08,2025-07-08T16:30:00
566.44,AC,2025-07-07,2025-07-07T09:00:00
566.44,AC,2025-07-07,2025-07-07T20:40:00
566.44,AC,2025-07-08,2025-07-08T15:25:00
569.83,UA,2025-07-07,2025-07-07T21:50:00
569.83,LH,2025-07-08,2025-07-08T13:15:00
569.83,AC,2025-07-07,2025-07-07T09:00:00
569.83,AC,2025-07-07,2025-07-07T18:55:00
569.83,AC,2025-07-08,2025-07-08T09:25:00
569.83,AC,2025-07-07,2025-07-07T09:00:00
569.83,AC,2025-07-07,2025-07-07T18:05:00
569.83,AC,2025-07-08,2025-07-08T09:25:00
572.18,AC,2025-07-07,2025-07-07T15:55:00
572.18,AC,2025-07-07,2025-07-07T20:20:00
572.18,AC,2025-07-08,2025-07-08T15:25:00
572.18,AC,2025-07-07,2025-07-07T10:30:00
572.18,AC,2025-07-07,2025-07-07T20:20:00
572.18,AC,2025-07-08,2025-07-08T15:25:00
572.18,AC,2025-07-07,2025-07-07T10:30:00
572.18,AC,2025-07-07,2025-07-07T17:30:00
572.18,AC,2025-07-08,2025-07-08T15:25:00
575.57,AC,2025-07-07,2025-07-07T15:55:00
575.57,AC,2025-07-07,2025-07-07T21:10:00
575.57,AC,2025-07-08,2025-07-08T13:15:00
575.57,AC,2025-07-07,2025-07-07T10:30:00
575.57,AC,2025-07-07,2025-07-07T16:30:00
575.57,AC,2025-07-08,2025-07-08T09:25:00
582.88,LH,2025-07-07,2025-07-07T17:30:00
582.88,LH,2025-07-08,2025-07-08T15:25:00
586.27,LH,2025-07-07,2025-07-07T18:00:00
586.27,LH,2025-07-08,2025-07-08T09:25:00
586.27,LH,2025-07-07,2025-07-07T21:50:00
586.27,LH,2025-07-08,2025-07-08T13:15:00
586.27,LH,2025-07-07,2025-07-07T15:45:00
586.27,LH,2025-07-08,2025-07-08T09:25:00
586.27,LH,2025-07-07,2025-07-07T18:00:00
586.27,LH,2025-07-08,2025-07-08T13:15:00
586.27,SN,2025-07-07,2025-07-07T21:50:00
586.27,SN,2025-07-08,2025-07-08T13:15:00
586.27,SN,2025-07-07,2025-07-07T15:45:00
586.27,SN,2025-07-08,2025-07-08T09:25:00
586.27,SN,2025-07-07,2025-07-07T15:45:00
586.27,SN,2025-07-08,2025-07-08T13:15:00
586.27,SN,2025-07-07,2025-07-07T21:50:00
586.27,SN,2025-07-08,2025-07-08T21:00:00
598.41,LH,2025-07-07,2025-07-07T17:30:00
598.41,LH,2025-07-08,2025-07-08T20:20:00
677.67,6X,2025-07-07,2025-07-07T17:40:00
693.58,6X,2025-07-07,2025-07-07T17:00:00
693.58,6X,2025-07-08,2025-07-08T15:25:00
694.84,6X,2025-07-07,2025-07-07T05:00:00
694.84,6X,2025-07-07,2025-07-07T16:05:00
694.84,6X,2025-07-07,2025-07-07T05:00:00
694.84,6X,2025-07-07,2025-07-07T16:10:00
694.92,6X,2025-07-07,2025-07-07T10:00:00
694.92,6X,2025-07-08,2025-07-08T15:25:00
744.22,AF,2025-07-07,2025-07-07T21:30:00
744.22,AF,2025-07-08,2025-07-08T12:40:00
744.22,AF,2025-07-07,2025-07-07T01:00:00
744.22,AF,2025-07-07,2025-07-07T19:20:00
744.22,AF,2025-07-07,2025-07-07T23:30:00
744.22,AF,2025-07-08,2025-07-08T19:20:00
766.48,VS,2025-07-07,2025-07-07T18:20:00
766.48,KL,2025-07-08,2025-07-08T09:45:00
766.48,VS,2025-07-07,2025-07-07T19:20:00
766.48,KL,2025-07-08,2025-07-08T14:20:00
766.48,KL,2025-07-07,2025-07-07T17:30:00
766.48,KL,2025-07-08,2025-07-08T09:45:00
766.48,KL,2025-07-07,2025-07-07T21:10:00
766.48,KL,2025-07-08,2025-07-08T14:20:00
766.48,KL,2025-07-07,2025-07-07T00:50:00
766.48,KL,2025-07-07,2025-07-07T21:00:00
766.48,KL,2025-07-07,2025-07-07T21:10:00
766.48,KL,2025-07-08,2025-07-08T21:00:00
766.48,AF,2025-07-07,2025-07-07T17:30:00
766.48,AF,2025-07-08,2025-07-08T09:45:00
766.48,AF,2025-07-07,2025-07-07T21:10:00
766.48,AF,2025-07-08,2025-07-08T14:20:00
766.48,AF,2025-07-07,2025-07-07T17:30:00
766.48,AF,2025-07-08,2025-07-08T14:20:00
766.48,AF,2025-07-07,2025-07-07T21:10:00
766.48,AF,2025-07-08,2025-07-08T21:00:00
768.80,AY,2025-07-07,2025-07-07T22:55:00
772.13,AY,2025-07-07,2025-07-07T23:10:00
772.13,AY,2025-07-08,2025-07-08T13:00:00
772.13,AY,2025-07-07,2025-07-07T19:30:00
772.13,AY,2025-07-08,2025-07-08T09:30:00
772.13,AY,2025-07-07,2025-07-07T20:05:00
772.13,AY,2025-07-08,2025-07-08T10:20:00
772.13,AY,2025-07-07,2025-07-07T19:30:00
772.13,AY,2025-07-08,2025-07-08T10:20:00
772.13,AY,2025-07-07,2025-07-07T23:10:00
772.13,AY,2025-07-08,2025-07-08T16:10:00
774.36,TK,2025-07-07,2025-07-07T12:50:00
774.36,TK,2025-07-08,2025-07-08T08:00:00
774.36,TK,2025-07-07,2025-07-07T19:50:00
774.36,TK,2025-07-08,2025-07-08T15:00:00
774.36,TK,2025-07-07,2025-07-07T06:45:00
774.36,TK,2025-07-08,2025-07-08T08:00:00
774.36,TK,2025-07-07,2025-07-07T12:50:00
774.36,TK,2025-07-08,2025-07-08T15:00:00
782.38,AY,2025-07-07,2025-07-07T20:05:00
782.38,AY,2025-07-08,2025-07-08T13:00:00
782.38,AY,2025-07-07,2025-07-07T20:05:00
782.38,AY,2025-07-08,2025-07-08T16:10:00
828.47,AY,2025-07-07,2025-07-07T16:45:00
828.47,AY,2025-07-08,2025-07-08T10:15:00
846.08,IB,2025-07-07,2025-07-07T19:10:00
846.08,AY,2025-07-08,2025-07-08T11:05:00
921.61,IB,2025-07-07,2025-07-07T17:10:00
921.61,IB,2025-07-08,2025-07-08T10:05:00
928.09,IB,2025-07-07,2025-07-07T23:25:00
928.09,IB,2025-07-09,2025-07-09T10:05:00
954.84,6X,2025-07-07,2025-07-07T15:00:00
954.84,6X,2025-07-08,2025-07-08T02:20:00
954.84,6X,2025-07-07,2025-07-07T20:00:00
954.84,6X,2025-07-08,2025-07-08T10:00:00
1316.16,IB,2025-07-07,2025-07-07T16:45:00
1316.16,IB,2025-07-08,2025-07-08T10:15:00
329.75,FI,2025-07-08,2025-07-08T23:10:00
329.75,FI,2025-07-10,2025-07-10T07:30:00
456.35,FI,2025-07-08,2025-07-08T20:25:00
456.35,FI,2025-07-09,2025-07-09T07:30:00
519.44,UA,2025-07-08,2025-07-08T17:30:00
519.44,UA,2025-07-09,2025-07-09T15:25:00
553.39,TP,2025-07-08,2025-07-08T22:05:00
553.39,TP,2025-07-09,2025-07-09T16:30:00
569.83,AC,2025-07-08,2025-07-08T09:00:00
569.83,AC,2025-07-08,2025-07-08T18:55:00
569.83,AC,2025-07-09,2025-07-09T09:25:00
572.18,AC,2025-07-08,2025-07-08T15:55:00
572.18,AC,2025-07-08,2025-07-08T20:20:00
572.18,AC,2025-07-09,2025-07-09T15:25:00
572.18,AC,2025-07-08,2025-07-08T10:30:00
572.18,AC,2025-07-08,2025-07-08T20:20:00
572.18,AC,2025-07-09,2025-07-09T15:25:00
572.18,AC,2025-07-08,2025-07-08T10:30:00
572.18,AC,2025-07-08,2025-07-08T17:30:00
572.18,AC,2025-07-09,2025-07-09T15:25:00
575.57,AC,2025-07-08,2025-07-08T15:55:00
575.57,AC,2025-07-08,2025-07-08T21:10:00
575.57,AC,2025-07-09,2025-07-09T13:25:00
575.57,AC,2025-07-08,2025-07-08T10:30:00
575.57,AC,2025-07-08,2025-07-08T16:30:00
575.57,AC,2025-07-09,2025-07-09T09:25:00
575.57,AC,2025-07-08,2025-07-08T10:30:00
575.57,AC,2025-07-08,2025-07-08T18:20:00
575.57,AC,2025-07-09,2025-07-09T09:25:00
586.27,LH,2025-07-08,2025-07-08T21:50:00
586.27,LH,2025-07-09,2025-07-09T13:25:00
586.27,LH,2025-07-08,2025-07-08T21:50:00
586.27,LH,2025-07-09,2025-07-09T14:30:00
586.27,LH,2025-07-08,2025-07-08T18:00:00
586.27,LH,2025-07-09,2025-07-09T13:25:00
586.27,LH,2025-07-08,2025-07-08T18:00:00
586.27,LH,2025-07-09,2025-07-09T14:30:00
586.27,SN,2025-07-08,2025-07-08T21:50:00
586.27,SN,2025-07-09,2025-07-09T13:25:00
586.27,SN,2025-07-08,2025-07-08T15:45:00
586.27,SN,2025-07-09,2025-07-09T09:25:00
586.27,SN,2025-07-08,2025-07-08T15:45:00
586.27,SN,2025-07-09,2025-07-09T13:25:00
586.27,SN,2025-07-08,2025-07-08T21:50:00
586.27,SN,2025-07-09,2025-07-09T21:00:00
666.27,LH,2025-07-08,2025-07-08T18:00:00
666.27,LH,2025-07-09,2025-07-09T09:25:00
677.67,6X,2025-07-08,2025-07-08T17:40:00
693.58,6X,2025-07-08,2025-07-08T17:00:00
693.58,6X,2025-07-09,2025-07-09T15:25:00
694.84,6X,2025-07-08,2025-07-08T05:00:00
694.84,6X,2025-07-08,2025-07-08T16:05:00
694.84,6X,2025-07-08,2025-07-08T05:00:00
694.84,6X,2025-07-08,2025-07-08T16:10:00
694.92,6X,2025-07-08,2025-07-08T10:00:00
694.92,6X,2025-07-09,2025-07-09T15:25:00
744.22,AF,2025-07-08,2025-07-08T21:30:00
744.22,AF,2025-07-09,2025-07-09T12:40:00
744.22,AF,2025-07-08,2025-07-08T01:00:00
744.22,AF,2025-07-08,2025-07-08T19:20:00
744.22,AF,2025-07-08,2025-07-08T23:30:00
744.22,AF,2025-07-09,2025-07-09T19:20:00
766.48,VS,2025-07-08,2025-07-08T18:20:00
766.48,KL,2025-07-09,2025-07-09T09:45:00
766.48,KL,2025-07-08,2025-07-08T17:30:00
766.48,KL,2025-07-09,2025-07-09T09:45:00
766.48,KL,2025-07-08,2025-07-08T21:10:00
766.48,KL,2025-07-09,2025-07-09T14:20:00
766.48,KL,2025-07-08,2025-07-08T00:50:00
766.48,KL,2025-07-08,2025-07-08T21:00:00
766.48,KL,2025-07-08,2025-07-08T21:10:00
766.48,KL,2025-07-09,2025-07-09T21:00:00
766.48,AF,2025-07-08,2025-07-08T17:30:00
766.48,AF,2025-07-09,2025-07-09T09:45:00
766.48,AF,2025-07-08,2025-07-08T21:10:00
766.48,AF,2025-07-09,2025-07-09T14:20:00
766.48,AF,2025-07-08,2025-07-08T17:30:00
766.48,AF,2025-07-09,2025-07-09T14:20:00
766.48,AF,2025-07-08,2025-07-08T21:10:00
766.48,AF,2025-07-09,2025-07-09T21:00:00
768.80,AY,2025-07-08,2025-07-08T22:55:00
774.36,TK,2025-07-08,2025-07-08T12:50:00
774.36,TK,2025-07-09,2025-07-09T08:00:00
774.36,TK,2025-07-08,2025-07-08T19:50:00
774.36,TK,2025-07-09,2025-07-09T15:00:00
774.36,TK,2025-07-08,2025-07-08T06:45:00
774.36,TK,2025-07-09,2025-07-09T08:00:00
774.36,TK,2025-07-08,2025-07-08T12:50:00
774.36,TK,2025-07-09,2025-07-09T15:00:00
828.47,AY,2025-07-08,2025-07-08T16:45:00
828.47,AY,2025-07-09,2025-07-09T10:15:00
846.08,IB,2025-07-08,2025-07-08T19:10:00
846.08,AY,2025-07-09,2025-07-09T11:05:00
853.48,VS,2025-07-08,2025-07-08T19:20:00
853.48,KL,2025-07-09,2025-07-09T14:20:00
903.26,UX,2025-07-08,2025-07-08T00:40:00
903.26,UX,2025-07-08,2025-07-08T15:00:00
903.26,UX,2025-07-08,2025-07-08T21:00:00
954.84,6X,2025-07-08,2025-07-08T15:00:00
954.84,6X,2025-07-09,2025-07-09T02:20:00
954.84,6X,2025-07-08,2025-07-08T20:00:00
954.84,6X,2025-07-09,2025-07-09T10:00:00
1354.10,LH,2025-07-08,2025-07-08T17:30:00
1354.10,LH,2025-07-09,2025-07-09T15:25:00
1368.09,IB,2025-07-08,2025-07-08T23:25:00
1368.09,IB,2025-07-10,2025-07-10T10:05:00
1373.93,LH,2025-07-08,2025-07-08T15:45:00
1373.93,LH,2025-07-09,2025-07-09T09:25:00
1805.16,IB,2025-07-08,2025-07-08T16:45:00
1805.16,IB,2025-07-09,2025-07-09T10:15:00
2201.72,SK,2025-07-08,2025-07-08T18:55:00
2201.72,SK,2025-07-10,2025-07-10T08:00:00
3593.27,AY,2025-07-08,2025-07-08T23:10:00
3593.27,AY,2025-07-09,2025-07-09T13:00:00
3593.27,AY,2025-07-08,2025-07-08T19:30:00
3593.27,AY,2025-07-09,2025-07-09T09:30:00
3593.27,AY,2025-07-08,2025-07-08T20:05:00
3593.27,AY,2025-07-09,2025-07-09T10:20:00
3593.27,AY,2025-07-08,2025-07-08T23:10:00
3593.27,AY,2025-07-09,2025-07-09T16:10:00
3600.95,IB,2025-07-08,2025-07-08T19:30:00
3600.95,AY,2025-07-09,2025-07-09T09:30:00
3600.95,IB,2025-07-08,2025-07-08T19:30:00
3600.95,AY,2025-07-09,2025-07-09T09:30:00
3603.52,AY,2025-07-08,2025-07-08T20:05:00
3603.52,AY,2025-07-09,2025-07-09T13:00:00
3603.52,AY,2025-07-08,2025-07-08T20:05:00
3603.52,AY,2025-07-09,2025-07-09T16:10:00
4117.27,LH,2025-07-08,2025-07-08T21:50:00
4117.27,LX,2025-07-09,2025-07-09T20:00:00
5635.10,KL,2025-07-08,2025-07-08T18:20:00
5635.10,KL,2025-07-09,2025-07-09T09:45:00
344.35,FI,2025-07-09,2025-07-09T20:25:00
344.35,FI,2025-07-10,2025-07-10T07:30:00
421.75,FI,2025-07-09,2025-07-09T23:10:00
421.75,FI,2025-07-11,2025-07-11T07:30:00
519.44,UA,2025-07-09,2025-07-09T17:30:00
519.44,UA,2025-07-10,2025-07-10T15:25:00
553.39,TP,2025-07-09,2025-07-09T22:05:00
553.39,TP,2025-07-10,2025-07-10T16:30:00
566.44,AC,2025-07-09,2025-07-09T09:00:00
566.44,AC,2025-07-09,2025-07-09T22:50:00
566.44,AC,2025-07-10,2025-07-10T15:25:00
569.83,UA,2025-07-09,2025-07-09T21:50:00
569.83,LH,2025-07-10,2025-07-10T13:15:00
569.83,AC,2025-07-09,2025-07-09T09:00:00
569.83,AC,2025-07-09,2025-07-09T18:55:00
569.83,AC,2025-07-10,2025-07-10T09:25:00
569.83,AC,2025-07-09,2025-07-09T09:00:00
569.83,AC,2025-07-09,2025-07-09T18:05:00
569.83,AC,2025-07-10,2025-07-10T09:25:00
572.18,AC,2025-07-09,2025-07-09T15:55:00
572.18,AC,2025-07-09,2025-07-09T20:20:00
572.18,AC,2025-07-10,2025-07-10T15:25:00
572.18,AC,2025-07-09,2025-07-09T10:30:00
572.18,AC,2025-07-09,2025-07-09T20:20:00
572.18,AC,2025-07-10,2025-07-10T15:25:00
572.18,AC,2025-07-09,2025-07-09T10:30:00
572.18,AC,2025-07-09,2025-07-09T17:30:00
572.18,AC,2025-07-10,2025-07-10T15:25:00
575.57,AC,2025-07-09,2025-07-09T15:55:00
575.57,AC,2025-07-09,2025-07-09T21:10:00
575.57,AC,2025-07-10,2025-07-10T13:15:00
575.57,AC,2025-07-09,2025-07-09T10:30:00
575.57,AC,2025-07-09,2025-07-09T16:30:00
575.57,AC,2025-07-10,2025-07-10T09:25:00
575.57,AC,2025-07-09,2025-07-09T10:30:00
575.57,AC,2025-07-09,2025-07-09T18:20:00
575.57,AC,2025-07-10,2025-07-10T09:25:00
582.88,LH,2025-07-09,2025-07-09T17:30:00
582.88,LH,2025-07-10,2025-07-10T15:25:00
586.27,SN,2025-07-09,2025-07-09T21:50:00
586.27,SN,2025-07-10,2025-07-10T13:15:00
586.27,SN,2025-07-09,2025-07-09T15:45:00
586.27,SN,2025-07-10,2025-07-10T09:25:00
586.27,SN,2025-07-09,2025-07-09T15:45:00
586.27,SN,2025-07-10,2025-07-10T13:15:00
598.41,LH,2025-07-09,2025-07-09T17:30:00
598.41,LH,2025-07-10,2025-07-10T20:20:00
607.24,OS,2025-07-09,2025-07-09T21:45:00
607.24,OS,2025-07-10,2025-07-10T13:15:00
607.24,OS,2025-07-10,2025-07-10T15:25:00
607.24,OS,2025-07-09,2025-07-09T21:45:00
607.24,OS,2025-07-10,2025-07-10T13:15:00
